data,,AAXJ,ACWI,ARGT,ASML.AS,BTC-USD,CMIG4,DPM.TO,DXJ,GOOGL,HGCR11.SA,HGLG11.SA,IAU,IBKR,IBM,IEUR,ITUB4.SA,IVVB11.SA,KNCR11.SA,KO,META,MSFT,NVDA,QQQ,SHV,SIVR,SPY,TAEE11.SA,TSLA,TSM,TTWO,VALE3.SA,VOW3.DE,VRSN,VWRA.L,XPML11.SA,^BVSP,^GSPC,^NDX,^SP500TR,^XNDX,BRL=X,CADBRL=X,EURBRL=X,GBPBRL=X,GC=F
2021-09-28,,"85,14",,"33,22","665,2","41034,54","8,4024","7,65","64,11","135,83","106,1293","160,2564","32,98","16,3025",,"56,42","25,0574","256,35","96,36","52,64","340,65","283,52","20,699","359,87","110,46","21,66","433,72","36,73","259,1867","111,9","149,11","74,85",190,"205,66","111,9","93,418",110124,"4352,63",,"9087,47",,"5,4276","4,2795","6,3405","7,3495",
2021-09-29,,"84,38",,"32,91","647,7","41564,36","8,4201","7,4","64,4","134,3535","107,1975","160,2172","32,85","16,1875",,"56,26","25,5075","256,82","96,39","52,96","339,61",284,"20,517","359,28","110,46","20,76","434,45","36,75","260,4367","111,62","151,6","75,8","196,04","205,73","111,96","92,3524",111107,"4359,46",,"9102,62",,"5,4143","4,243","6,2785","7,2695",
2021-09-30,,"84,93",,"33,35","645,9","43790,89","8,3018","7,62","63,16","133,676","106,928","162,0339","33,41","15,585",,"56,06","25,534",255,"97,26","52,47","339,39","281,92","20,716","357,96","110,47","21,37","429,14","35,84","258,4933","111,65","154,07","76,24","193,64","205,01","111,62","94,523",110979,"4307,54",,"8994,83",,"5,4417","4,2887","6,2963","7,3293",
2021-10-01,,"84,66",,"33,25","632,5","48116,94","8,3905","7,65","62,76","136,543","107,8165","161,0519","33,49","16,13",,"56,42","26,1871","251,65","97,6","53,02","343,01","289,1","20,742","360,18","110,46","21,69","434,24","35,89","258,4067","111,56","158,54","76,2","193,68","206,68","110,82","95,6972",112900,"4357,04",,"9098,25",,,,,,
2021-10-02,,,,,,"47711,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-03,,,,,,"48199,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,,"83,44",,"32,65","611,6","49112,9","8,3314","7,84","60,96","133,6595","106,6085","160,8555","33,65","15,975",,"56,1","21,4828","254,18","95,7","52,99","326,23","283,11","19,732","352,62","110,45","21,87","428,64","35,82","260,51","109,02","157,13","75,49","190,84","205,35","109,92","95,707",110393,"4300,46",,"8980,64",,"5,4532","4,331","6,3334","7,4205",
2021-10-05,,"83,99",,"32,84","636,9","51514,81","8,3314","7,9","61,86","136,023","105,4603","160,2859","33,5","16,775",,"56,39","22,0035","258,7","96,8","53,08","332,96","288,76","20,451","357,38","110,46","21,78","433,1","35,47","260,1967","109,26","162,02","74,95","191,88","206,63","111,68","96,6937",110458,"4345,72",,"9076,19",,"5,4755","4,3498","6,3474","7,4616",
2021-10-06,,"83,62",,"32,55","629,3","55361,45","8,1657","8,27","61,4","137,565","103,6233","161,0519","33,59","17,305",,56,"22,0741","260,04","98,39","53,71","333,64","293,11","20,7","359,67","110,46","21,85","434,9","35,78","260,9167","109,34","165,44","77,06","186,6","208,19","110,1","96,2004",110560,"4363,55",,"9113,45",,"5,4919","4,361","6,3434","7,4571",
2021-10-07,,"85,42",,"32,86","651,5","53805,98","8,1302","8,3","61,79","139,225","103,9328","161,101","33,4","17,6525",,"56,42","21,6064","263,7","98,1","53,88","329,22","294,85","21,075","362,97","110,47","21,77","438,66","35,94","264,5367","110,83","170,77","79,36","190,52","209,63","112,84","96,2004",110585,"4399,76",,"9191,19",,"5,517","4,3951","6,3753","7,5019",
2021-10-08,,"85,64",,"32,39","634,6","53967,85","8,3609","8,15","61,89","139,7855","103,7531","161,5429","33,42","17,915",,"56,48","21,7652","263,01","97,6","54,12","330,05","294,85","20,831","361,16","110,47","21,82","437,86","36,58","261,83","110,04","173,69","79,85",190,"205,94","112,46","97,5324",112833,"4391,34",,"9173,74",,,,,,
2021-10-09,,,,,,"54968,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10,,,,,,"54771,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11,,"85,34",,"32,3","630,3","57484,79","8,6272",,"62,69","138,914","103,833","163,0159","33,36","17,9775",,"56,1","21,3857","263,55","97,17","54,23","325,45","294,23","20,695","358,39","110,46","21,75","434,69","36,55","263,98","110,26","170,72","81,62","190,82","204,83","112,8","97,9665",112180,"4361,19",,"9110,76",,"5,536","4,4324","6,3928","7,5241",
2021-10-12,,"84,77",,"32,38","626,4","56041,06",,"8,1","62,78","136,449",,,"33,52","17,94",,"56,31",,,,"54,23","323,77","292,88","20,671","357,14","110,47","21,78","433,62",,"268,5733","109,2","171,35",,"188,28","204,67","111,74",,,"4350,65",,"9088,73",,"5,5315","4,4333","6,3761","7,5019",
2021-10-13,,"86,14",,"32,75","641,5","57401,1","8,8757","8,29","62,29","137,582","104,6317","160,9831","34,11","17,755",,"57,15","21,4122","261,56","97,19","54,24","324,54","296,31","20,939",360,"110,47","22,2","435,18","37,42","270,36","109,98","170,6","79,2","193,44","209,97","111,83","98,667",113456,"4363,8",,"9116,39",,"5,5125","4,428","6,3901","7,5343",
2021-10-14,,"86,44",,"33,09","666,2","57321,52","8,929","8,09","62,94","141,151","104,5218","161,0519","34,2","17,71",,"57,74","21,3063","265,72","97,32","54,61","328,53","302,75","21,746","366,63","110,47","22,7","442,5","37,52","272,7733","112,56","169,38","79,2","196,06","213,23","113,58","99,3873",113185,"4438,26",,"9272,97",,"5,5122","4,4536","6,3874","7,5343",
2021-10-15,,"87,35",,"33,56","676,3","61593,95","8,8757","8,14","63,89","141,368","105,6301","163,0159","33,66","17,7725",,"58,21","21,8535",266,"97,63","54,48","324,76","304,21","21,862","368,94","110,45","22,47","445,87","37,69","281,01","114,86","170,56","80,68","198,66","214,47","114,66","101,5284",114648,"4471,37",,"9342,15",,,,,,
2021-10-16,,,,,,"60892,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-17,,,,,,"61553,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,,"87,26",,"33,97","674,9","62026,08","8,9408","8,07","63,83","142,778","105,8297","164,1747","33,57","17,905",,"57,97","22,0035","269,8","98,02","53,94","335,34","307,29","22,222","372,65","110,45","22,37","447,19","37,97","290,0367","115,34","171,75","79,92","192,34","214,41","114,7","102,9887",114428,"4486,46",,"9373,68",,"5,5113","4,4519","6,3983","7,5586",
2021-10-19,,"88,74",,34,683,"64261,99","8,7396","8,15","64,1","143,237","105,7499","164,4988","33,68","18,4325",,"58,29","21,4828","274,01","98,2","54,15","339,99","308,23","22,29","375,47","110,45","22,81","450,64","37,49","288,09","116,96","172,04",79,190,"215,59","115,6","100,4529",110673,"4519,63",,"9443,12",,"5,5833","4,5171","6,4929","7,701",
2021-10-20,,"88,62",,"34,59","657,1","65992,84","8,7811","8,2","63,94","141,769","105,8996","165,6183","33,98","18,75",,"58,51","22,0565","274,2","96,69","54,63","340,78","307,41","22,103","374,98","110,46","23,47","452,41","37,71","288,6","115,59","173,5","76,67","186,82","214,24","116,06","101,2423",110786,"4536,19",,"9477,82",,"5,5963","4,5394","6,5204","7,728",
2021-10-21,,"88,27",,"34,17","666,3","62210,17","8,1538","8,2","62,66","141,886","106,3289","164,489","33,95","18,525",,"58,53","21,6064",280,"96,9","54,35","341,88","310,76","22,692","377,27","110,45","23,28","453,59","37,35",298,"116,29","182,06","75,16","191,8","216,08","115,6","100,5023",107735,"4549,78",,"9506,91",,"5,6578","4,5724","6,5742","7,8033",
2021-10-22,,"88,08",,"33,79","690,5","60692,27","7,9112","8,33","62,89","137,5665","105,4204","163,998","34,15","18,62",,"58,84","20,7767","278,88","96,99","54,45","324,61","309,16","22,726","374,1","110,46","23,47","453,12","36,82","303,2267","114,23","180,75","76,08","196,1","218,75","115,86","99,6537",106296,"4544,9",,"9496,86",,,,,,
2021-10-23,,,,,,"61393,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-24,,,,,,"60930,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,,"88,39",,"34,36","685,6","63039,82","7,9704","8,39","62,89","137,447","103,833","164,1747","34,39","18,4825",,"58,59","21,1827","276,5","97,01","54,23","328,69","308,13","23,166","377,93","110,45","23,67","455,55","37,2","341,62","113,64","182,99",77,"205,25","219,52","116,36","100,67",108715,"4566,48",,"9541,99",,"5,5544","4,4843","6,4453","7,6445",
2021-10-26,,"87,94",,"34,32","679,9","60363,79","7,9112","8,47","62,95","139,3085","104,0127","164,4399","34,13","18,1825",,"58,86","20,9532","277,98","97,29","54,47","315,81","310,11","24,717","379,12","110,46","23,28","455,96","36,72","339,4767","114,18","182,54","76,18","206,1","215,71","116,82","98,6177",106420,"4574,79",,"9559,39",,"5,5648","4,49","6,451","7,6603",
2021-10-27,,"87,23",,"33,5","694,8","58482,39","7,9527","8,5","62,42","146,2175","103,1341","163,8605","34,22","17,9375",,"58,67","21,1121","275,2","96,75","55,52","312,22","323,17","24,451",380,"110,46","23,23","453,94","37,03","345,9533","113,75","180,91","74,45","203,9","211,83","116,27","97,187",106363,"4551,68",,"9511,27",,"5,535","4,4752","6,4184","7,6004",
2021-10-28,,"87,41",,"33,64","698,4","60622,14","7,6686","8,42","62,72","145,849","105,2107","162,3383","34,22","17,65",,"59,28","21,068","281,9","95,31","56,04","316,92","324,35","24,941","384,22","110,46","23,17","458,32","36,73","359,0133","116,01","181,11","73,7","194,78","210,71","116,66","97,483",105705,"4596,42",,"9605,23",,"5,6449","4,5705","6,593","7,7761",
2021-10-29,,"86,31",,"32,84","700,5","62227,96","7,6213","8,14","62,77","148,046","105,9695","163,998","33,93","17,7125",,"58,88","20,5737",283,"97,4","56,37","323,57","331,62","25,567","386,11","110,44","23,01","459,25","36,66","371,3333","113,7",181,"71,61","193,82","222,67","116,34","97,3844",103501,"4605,38",,"9625,02",,,,,,
2021-10-30,,,,,,"61888,83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,,,,,,"61318,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,,"86,99",,"33,09","696,6","61004,41","7,7101","8,18","63,88","143,497","104,1325","161,8277","34,1","18,6",,"59,44","21,3769",284,"97,7","56,17","329,98","329,37","25,827","387,43","110,44","23,15","460,04","36,8","402,8633","114,12","183,8","72,32","194,66","223,07","117,06","96,2694",105551,"4613,67",,"9642,44",,"5,6337","4,5511","6,5149","7,7122",
2021-11-02,,"86,04",,"33,25","704,8","63226,4",,"8,14","63,61","145,4325",,,"34,03","18,565",,"59,3",,,,"56,1","328,08","333,13","26,401","389,05","110,45","22,72","461,9",,"390,6667","114,11","183,94",,"193,44","225,71","117,19",,,"4630,65",,"9677,95",,"5,6789","4,5877","6,5847","7,7544",
2021-11-03,,"86,38",,"34,12","707,4","62970,05","7,8817","8,12","63,97","146,598","103,7631","160,4136","33,75","18,88",,"59,84","21,5799","283,3","97,34","56,29","331,62",334,"26,598","393,18","110,44","22,7","464,72","37,54","404,62","114,01","184,16","66,83","185,62","226,09","117,14","96,299",105617,"4660,57",,"9740,47",,"5,6786","4,5744","6,5723","7,7316",
2021-11-04,,"86,28",,"34,12",725,"61452,23","7,716","8,19","64,17","148,2675","102,8945","158,4004","34,1","18,6425",,"59,69","20,4413","285,9","97,03","56,6","335,85","336,44","29,801","398,22","110,46","22,93","466,91","36,95","409,97","117,79","192,91","66,07","187,8","230,53","117,94","96,6148",103412,"4680,06",,"9782,48",,"5,5524","4,484","6,4475","7,5988",
2021-11-05,,"85,97",,"34,94","737,1","61125,68","7,8166","8,45","63,97","148,852","102,0059","158,5281","34,56","18,455",,"59,77","20,1942","282,95","97,09","56,84","341,13","336,06","29,752","398,6","110,45","23,27","468,53","36,77","407,3633","117,8","187,2","64,11","192,88","232,66","118,6","95,8057",104824,"4697,53",,"9819,98",,"5,6017","4,4967","6,4699","7,5663",
2021-11-06,,,,,,"61527,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-07,,,,,,"63326,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-08,,"86,86",,"35,53","734,8","67566,83","7,8225","8,57","63,8","149,031","101,337","157,713","34,7","18,4125",,"59,83","20,0883","283,97","97,2","56,33","338,62","336,99","30,804","398,06","110,44","23,59","468,93","36,43","387,6467","120,91","185,14","67,6","187,52","232,72","118,7","94,7697",104781,"4701,7",,"9828,81",,"5,5411","4,4486","6,4082","7,476",
2021-11-09,,"86,26",,"36,16","731,7","66971,83","7,9704","8,64","63,2","148,9185","103,773","157,1238","34,87","18,2475",,"59,86","19,8853",280,"96,8","56,49","335,37","335,95","30,657","395,32","110,44","23,45","467,38","36,91","341,1667","121,78","186,81","65,94","185,72","233,58","118,2","95,3124",105535,"4685,25",,"9795,12",,"5,5431","4,4528","6,4207","7,5185",
2021-11-10,,"86,06",,"35,32","719,7","64995,23","8,142","8,96","62,82","145,8935","102,7547","156,8979","35,26","18,31",,"59,19","20,3883","278,46",98,"56,72","327,64","330,8","29,459","389,51","110,44","23,79","463,62","37,49","355,9833","118,2","182,75","65,69","185,6","231,69","118,12","96,2004",105968,"4646,71",,"9716,72",,"5,4791","4,4032","6,3499","7,4184",
2021-11-11,,"87,44",,"35,64","730,2","64949,96","8,2544","9,15","63,21","145,7665","103,7131","156,6328","35,45","18,2975",,"59,41","20,3442","273,9","97,8","56,74","327,74","332,43","30,39","390,59","110,44","24,32","463,77","36,87","354,5033","118,19","185,71","68,01","185,72","233,14","117,82","94,967",107725,"4649,27",,"9722,08",,"5,4899","4,3942","6,3033","7,3529",
2021-11-12,,"87,93",,"35,16","738,9","64155,94","8,2367","9,56","63,84","148,678","102,8445","157,1238","35,5","18,3525",,"59,55","20,3001","278,12","97,99","56,61","340,89","336,72","30,39","394,7","110,45","24,4","467,27","36,59","344,4733","118,69","187,83","68,3",188,"236,05","118,38","94,8585",106312,"4682,85",,"9793,22",,"5,398","4,2868","6,1766","7,2138",
2021-11-13,,,,,,"64469,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-14,,,,,,"65466,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-15,,"87,69",,"35,17","752,6","63557,87",,"9,36","63,9","148,452",,,"35,45","18,5075",,"59,39",,,,"56,62","347,56","336,07","30,025","394,61","110,44","24,18","467,43",,"337,7967","118,12","177,6",,"188,38","239,21","118,74",,,"4682,8",,"9793,53",,"5,4576","4,3494","6,2479","7,3192",
2021-11-16,,88,,"33,84","754,5","60161,25","8,1065","9,24",64,"147,876","102,3953","156,2989","35,21","18,585",,"59,22","20,0883","281,01","98,24","56,22","342,96","339,51","30,203","397,42","110,44","23,93","469,28","35,84","351,5767","118,08","179,69","66,33","188,52","239,69","118,8","92,9049",104508,"4700,9",,"9831,91",,"5,4563","4,3583","6,1985","7,3046",
2021-11-17,,"87,52",,"33,27","765,5","60368,01","7,9408","9,34","63,38","148,047","103,2339","155,1597","35,53","18,4825",,"59,32","20,1677","282,96","97,18","55,91","340,77","339,12","29,261","397,63","110,45","24,14","468,14","35,41","363,0033","119,06","177,04",65,187,"239,5","118,3","92,7964",102945,"4688,67",,"9808,27",,"5,5022","4,3774","6,2241","7,3801",
2021-11-18,,"86,6",,"33,22","770,5","56942,14","7,9645","9,25","63,33","149,8385","102,2355","154,5803","35,41","18,6625",,"59,37","19,8323","284,68","97,7","55,41","338,69","341,27","31,675","401,75","110,46","23,92","469,73","35,52","365,46","123,39",174,"62,33","185,32","241,02","118,14","92,6484",102524,"4704,54",,"9842,35",,"5,5287","4,3672","6,2316","7,446",
2021-11-19,,"86,64",,"32,2","759,9","58119,58","8,0533","9,01","63,36","148,9265","102,5251","156,0436","35,15","18,64",,"58,6","19,6646","286,41","97,83","55,13","345,3","343,11","32,985","403,99","110,45","23,7","468,89","35,52","379,02","124,26","170,5","64,03","180,64","245,7","118,24","92,7964",103035,"4697,96",,"9828,8",,"5,5564","4,407","6,315","7,501",
2021-11-20,,,,,,"59697,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-21,,,,,,"58730,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22,,"86,28",,"31,44","747,3","56289,29","7,9467","8,79","63,7","146,302","102,6049","155,4052","34,34","19,0275",,"58,1","19,4793","285,69","97,85","55,47","341,01","339,83","31,956","399,3","110,44","23,26","467,57","35,42","385,6233","124,75","164,91","67,59","179,26","241,5","118,12","90,1718",102122,"4682,94",,"9798,29",,"5,6116","4,4429","6,3334","7,5389",
2021-11-23,,"86,02",,"31,1","706,1","57569,07","8,0769","8,44","64,05","145,782","102,8346","154,6294","34,07","19,175",,"57,9","19,8058","285,45","97,5","55,88","337,25","337,68","31,746","397,48","110,45","22,83","468,19","35,35","369,6767","121,36","165,13","69,37","177,3","241,9","116,82","88,455",103663,"4690,7",,"9814,65",,"5,5856","4,3957","6,2766","7,4829",
2021-11-24,,"85,94",,"30,68",709,"56280,43","7,9763","8,38","63,53","146,12","100,4484","152,5083","34,03","19,345",,"57,54","20,3354","286,21",98,"55,43","341,06","337,91","32,674","398,76","110,43","22,67","469,44","35,75",372,"120,71","164,31","70,98","172,38","245,39","117,02","86,383",104514,"4701,46",,"9837,6",,"5,5704","4,392","6,2608","7,4504",
2021-11-25,,,,,711,"57274,68","8,0769","8,25",,,"100,3386","154,0697",,,,,"20,5207","285,5","98,68",,,,,,,,,"35,98",,,,"70,5","172,36",,"117,48","85,7417",105811,,,,,"5,6052","4,4255","6,2774","7,4721",
2021-11-26,,"83,39",,"29,63","685,6","53569,77","7,9231","8,09","60,59","142,183","99,7895","155,0321","33,96","18,5825",,"56,19","20,1324","279,15","98,8","53,73","333,12","329,68","31,503","391,2","110,43","22,28","458,97","35,84","360,64","117,09","169,66","68,64","163,94","241,02","114,3","85,8206",102224,"4594,62",,"9614,25",,"5,5651","4,3942","6,2354","7,4019",
2021-11-27,,,,,,"54815,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28,,,,,,"57248,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29,,"83,52",,"29,45","704,8","57806,57","7,9586","8,02","60,96","145,5305","100,8378","157,0649","33,94","18,8375",,"56,52",20,284,"98,55","54,58","338,03","336,63","33,376","399,69","110,44","22,01","464,6","36,41","378,9967","119,28","169,6","69,5","164,52","244,46","115,14","87,8827",102814,"4655,27",,"9741,78",,"5,6078","4,3842","6,3457","7,4738",
2021-11-30,,"83,29",,"29,08","699,6","57005,43","7,7751","8,13","59,94","141,8975","102,3653","157,1238","33,68","18,455",,"56,12","19,7529","280,55","98,73","52,45","324,46","330,59","32,676","393,82","110,39","21,96","455,56","36,06","381,5867","117,15","165,88","69,95","161,66","239,91","113,86","88,307",101915,4567,,"9558,33",,"5,6007","4,395","6,3223","7,457",
2021-12-01,,"83,36",,"28,91","732,9","57229,83","7,6686","7,8","59,71","141,0515","101,6265","157,5657","33,84","18,7525",,"55,82","19,6117",279,"98,34","52,3","310,6","330,08","31,435","387,12","110,42","21,42","450,5","35,81",365,"120,63","160,35","70,23","167,74","238,15","115,78","84,9721",100775,"4513,04",,"9446,21",,"5,6209","4,3972","6,3687","7,4683",
2021-12-02,,"84,28",,"29,67","690,7","56477,82","7,929","7,6","61,09","142,966","101,8262","158,1254","33,64","19,1275",,"56,46","20,353",281,"98,57","53,07","310,39","329,49","32,126","389,91","110,43","21,56","457,4","37,24","361,5333","121,7","161,38","73,49","166,56","240,73","113,9","83,7881",104466,"4577,1",,"9581,79",,"5,6916","4,4433","6,4436","7,5529",
2021-12-03,,"83,01",,"28,98","681,2","53598,25","8,1657","7,7","61,35","142,0015","103,4036","158,9798","33,93","18,7275",,"56,07","20,2824","279,1","98,72","53,54","306,84","323,01","30,693","383,13","110,42","21,73","453,42","37,47","338,3233","119,33","165,78","71,87","165,32","238,61","113,24","83,867",105070,"4538,43",,"9501,28",,"5,6433","4,403","6,3798","7,4963",
2021-12-04,,,,,,"49200,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-05,,,,,,"49368,85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06,,"83,81",,"29,67","662,4","50582,63","8,0888","7,68","61,87","143,155","103,6233","159,677","33,83","18,875",,"56,65","20,5207","284,02","99,5","54,91","317,87","326,19","30,037","386,2","110,42","21,58","458,79","37,99","336,3367","119,14","164,4","75,77","170,3","240,04","114,3","85,5838",106859,"4591,67",,"9613,02",,"5,6501","4,3822","6,3678","7,4791",
2021-12-07,,"85,2",,"30,51","717,4","50700,09","8,1361","7,68","63,5","147,2695","103,5334","160,2466","33,96","19,1925",,"57,78","20,2648","287,09","99,7","55,21","322,81","334,92","32,427","397,83","110,41","21,7","468,28","36,15","350,5833","122,32","167,29","76,33",185,"244,28","116,86","88,6819",107558,"4686,75",,"9812,2",,"5,688","4,4555","6,4153","7,5434",
2021-12-08,,"85,67",,"30,72","705,5","50504,8","8,2722","7,74","63,37","148,1865","103,4436","160,0699","33,97","19,2875",,"57,91","20,0706",284,100,55,"330,56","334,97","31,826","399,61","110,4","21,64","469,52","35,69","356,32","121,8","170,55","75,76","184,34","242,93","116,92","90,5763",108096,"4701,21",,"9842,68",,"5,6118","4,4366","6,3235","7,4333",
